Shipping Code,Category 1,Category 2,City,Library ID,Zip Code,Territory,Shipping Date,State,Shipping Rating,CO2 Emissions,Energy Usage,Damaged Items,Container Volume,Shipping Cost,Units
1207,Stationary,Containers,New York City,LL_137050,10009,East,18/07/2021,New York,Terrible,1,5,0,54,4,9
1208,Stationary,Folders,New York City,LL_137050,10009,East,18/07/2021,New York,Moderate,1,5,0,56,14,32
1209,Stationary,Staples,New York City,LL_137050,10009,East,18/07/2021,New York,Low,1,5,0,49,8,11
1210,Stationary,Paper,New York City,LL_137050,10009,East,18/07/2021,New York,Low,3,584,0,50,19,18
1211,Stationary,Folders,New York City,LL_137050,10009,East,18/07/2021,New York,Low,1,5,0,53,13,13
1212,Shelves and Couches,Book Shelf,New York City,LL_137050,10009,East,18/07/2021,New York,Low,1,5,0,56,7,15
1213,Shelves and Couches,Desk Chairs,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Very Friendly,1,5,1,73,45,5
1214,Stationary,Folders,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Friendly,1,5,0,73,61,5
1215,Stationary,Folders,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Very Friendly,2,193,1,75,47,10
1216,Stationary,Paper,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Friendly,5,54,2,70,41,31
1217,Computers and Scanners,Scanners,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Very Friendly,50,761,0,54,46,50
1218,Shelves and Couches,Desks and Tables,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Low,7,286,0,75,80,6
1219,Computers and Scanners,Scanners,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Moderate,20,465,1,71,36,77
1220,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_118087,19134,East,13/09/2022,Pennsylvania,Low,12,823,0,71,45,36
1221,Stationary,Containers,Los Angeles,LL_110184,90036,West,16/07/2019,California,Friendly,1,23,0,47,48,2
1222,Computers and Scanners,Telephones and Intercomms,Los Angeles,LL_110184,90036,West,16/07/2019,California,Friendly,1,497,0,62,38,2
1223,Shelves and Couches,Desks and Tables,New York City,LL_126004,10024,East,5/12/2021,New York,Moderate,1,5,0,47,17,2
1224,Computers and Scanners,Scanners,New York City,LL_126004,10024,East,5/12/2021,New York,Low,1,5,0,60,8,5
1225,Stationary,Folders,New York City,LL_126004,10024,East,5/12/2021,New York,Moderate,1,5,0,48,28,5
1226,Stationary,Paper,New York City,LL_126004,10024,East,5/12/2021,New York,Low,1,747,0,51,16,13
1227,Stationary,Containers,New York City,LL_126004,10024,East,5/12/2021,New York,Friendly,1,320,0,60,32,24
1228,Stationary,Containers,New York City,LL_126004,10024,East,5/12/2021,New York,Low,1,925,0,62,48,2
1229,Stationary,Envelopes,Los Angeles,LL_100013,90045,West,11/11/2022,California,Low,1,5,0,48,10,4
1230,Shelves and Couches,Desks and Tables,Los Angeles,LL_100013,90045,West,11/11/2022,California,Moderate,1,378,0,61,3,85
1231,Stationary,Paper,Los Angeles,LL_100013,90045,West,11/11/2022,California,Moderate,1,297,0,62,18,35
1232,Stationary,Paper,Buffalo,LL_132570,14215,East,2/11/2020,New York,Low,1,489,0,49,36,19
1233,Stationary,Envelopes,Buffalo,LL_132570,14215,East,2/11/2020,New York,Low,1,5,0,61,31,4
1234,Computers and Scanners,Photocopy Machines,Cincinnati,LL_153682,45231,East,1/06/2021,Ohio,Moderate,1,5,0,63,16,21
1235,Shelves and Couches,Desks and Tables,Boynton Beach,LL_144344,33437,South,28/10/2021,Florida,Low,1,5,0,51,15,5
1236,Stationary,Folders,Boynton Beach,LL_144344,33437,South,28/10/2021,Florida,Moderate,1,897,0,59,25,40
1237,Shelves and Couches,Desks and Tables,Boynton Beach,LL_144344,33437,South,28/10/2021,Florida,Friendly,1,5,0,62,12,11
1238,Shelves and Couches,Desks and Tables,Boynton Beach,LL_144344,33437,South,28/10/2021,Florida,Low,1,5,1,66,24,5
1239,Shelves and Couches,Desks and Tables,Seattle,LL_127012,98105,West,15/08/2019,Washington,Low,1,5,0,53,0,10
1240,Stationary,Paper,Seattle,LL_127012,98105,West,15/08/2019,Washington,Low,1,628,0,55,18,6
1241,Stationary,Staples,Seattle,LL_127012,98105,West,15/08/2019,Washington,Low,1,439,0,59,28,9
1242,Computers and Scanners,Telephones and Intercomms,New York City,LL_128727,10024,East,4/09/2021,New York,Low,1,5,0,59,14,4
1243,Stationary,Folders,New York City,LL_162859,10009,East,22/02/2021,New York,Low,1,5,0,60,9,5
1244,Stationary,Staples,New York City,LL_162859,10009,East,22/02/2021,New York,Moderate,1,5,0,45,11,6
1245,Stationary,Envelopes,Gulfport,LL_133641,39503,South,21/05/2022,Mississippi,Low,1,914,0,53,20,20
1246,Shelves and Couches,Counters,Fresno,LL_168494,93727,West,14/12/2019,California,Low,1,5,0,54,18,2
1247,Shelves and Couches,Counters,Fresno,LL_168494,93727,West,14/12/2019,California,Low,1,5,0,55,17,11
1248,Shelves and Couches,Book Shelf,Fresno,LL_168494,93727,West,14/12/2019,California,Low,1,416,0,57,37,4
1249,Stationary,Paper,New York City,LL_115602,10009,East,24/12/2022,New York,Low,1,726,0,61,2,6
1250,Shelves and Couches,Desk Chairs,New York City,LL_115602,10009,East,24/12/2022,New York,Low,1,270,1,63,28,13
1251,Stationary,Pens,New York City,LL_115602,10009,East,24/12/2022,New York,Moderate,1,554,0,49,13,23
1252,Stationary,Paper,New York City,LL_115602,10009,East,24/12/2022,New York,Low,1,5,0,53,9,15
1253,Computers and Scanners,Telephones and Intercomms,Milwaukee,LL_154956,53209,Central,9/07/2020,Wisconsin,Moderate,1,345,0,58,20,44
1254,Stationary,Paper,Chester,LL_144638,19013,East,14/03/2022,Pennsylvania,Moderate,7,255,1,51,24,155
1255,Computers and Scanners,Telephones and Intercomms,Chester,LL_144638,19013,East,14/03/2022,Pennsylvania,Friendly,1,842,0,53,17,13
1256,Shelves and Couches,Desks and Tables,Chester,LL_144638,19013,East,14/03/2022,Pennsylvania,Low,1,5,0,55,13,15
1257,Shelves and Couches,Desks and Tables,Chester,LL_144638,19013,East,14/03/2022,Pennsylvania,Low,1,5,0,58,41,2
1258,Stationary,Folders,Charlotte,LL_168620,28205,South,28/12/2021,North Carolina,Low,1,925,0,49,8,61
1259,Stationary,Containers,Charlotte,LL_168620,28205,South,28/12/2021,North Carolina,Low,1,5,0,53,5,9
1260,Computers and Scanners,Scanners,Charlotte,LL_168620,28205,South,28/12/2021,North Carolina,Moderate,1,5,0,57,14,33
1261,Computers and Scanners,Telephones and Intercomms,Jacksonville,LL_117079,32216,South,27/10/2022,Florida,Terrible,1,5,0,54,4,9
1262,Stationary,Folders,Greenville,LL_144393,27834,South,4/11/2021,North Carolina,Low,3,586,0,51,22,19
1263,Stationary,Folders,Long Beach,LL_105053,11561,East,9/07/2022,New York,Low,1,5,0,50,10,11
1264,Computers and Scanners,Telephones and Intercomms,La Porte,LL_155992,46350,Central,2/10/2021,Indiana,Low,1,5,0,54,17,14
1265,Shelves and Couches,Desks and Tables,La Porte,LL_155992,46350,Central,2/10/2021,Indiana,Low,1,5,0,57,9,15
1266,Stationary,Paper,San Francisco,LL_110380,94122,West,7/09/2022,California,Very Friendly,1,5,1,73,49,5
1267,Stationary,Containers,Los Angeles,LL_167738,90045,West,29/12/2019,California,Friendly,1,5,2,74,65,5
1268,Shelves and Couches,Desk Chairs,Los Angeles,LL_167738,90045,West,29/12/2019,California,Very Friendly,3,674,2,75,53,11
1269,Shelves and Couches,Desks and Tables,Louisville,LL_121412,80027,West,27/09/2022,Colorado,Very Friendly,46,291,1,55,49,51
1270,Stationary,Paper,Florence,LL_100426,35630,South,8/06/2022,Alabama,Friendly,5,183,2,70,51,32
1271,Stationary,Containers,Chicago,LL_103646,60623,Central,26/04/2021,Illinois,Low,6,611,1,75,90,6
1272,Stationary,Pens,Chicago,LL_103646,60623,Central,26/04/2021,Illinois,Friendly,1,263,0,47,60,2
1273,Stationary,Folders,Chicago,LL_103646,60623,Central,26/04/2021,Illinois,Moderate,20,575,1,71,46,78
1274,Stationary,Paper,Fort Worth,LL_119186,76106,Central,26/05/2021,Texas,Low,12,105,1,71,44,37
1275,Shelves and Couches,Desk Chairs,Fort Worth,LL_119186,76106,Central,26/05/2021,Texas,Friendly,1,552,1,63,45,2
1276,Stationary,Paper,Fort Worth,LL_119186,76106,Central,26/05/2021,Texas,Moderate,1,5,0,48,25,2
1277,Computers and Scanners,Scanners,Fort Worth,LL_119186,76106,Central,26/05/2021,Texas,Low,1,5,0,61,10,5
1278,Stationary,Paper,Houston,LL_148698,77070,Central,7/05/2021,Texas,Moderate,1,5,0,49,31,5
1279,Computers and Scanners,Scanners,Macon,LL_163293,31204,South,11/09/2019,Georgia,Low,1,0,1,54,30,13
1280,Computers and Scanners,Scanners,Macon,LL_163293,31204,South,11/09/2019,Georgia,Friendly,1,11,0,61,36,24
1281,Computers and Scanners,Telephones and Intercomms,Cedar Rapids,LL_160815,52402,Central,6/09/2021,Iowa,Low,1,984,0,62,52,2
1282,Stationary,Barcode Labels,Jacksonville,LL_122154,32216,South,11/04/2022,Florida,Low,1,5,0,48,12,4
1283,Stationary,Folders,Jacksonville,LL_122154,32216,South,11/04/2022,Florida,Moderate,1,250,0,62,4,87
1284,Stationary,Paper,Jacksonville,LL_122154,32216,South,11/04/2022,Florida,Low,1,5,0,62,39,4
1285,Stationary,Folders,Austin,LL_149692,78745,Central,12/12/2020,Texas,Moderate,1,605,1,62,21,36
1286,Stationary,Containers,Providence,LL_119445,2908,East,3/07/2021,Rhode Island,Moderate,1,5,0,64,19,21
1287,Stationary,Paper,New York City,LL_124268,10035,East,8/07/2020,New York,Low,1,5,1,66,29,5
1288,Shelves and Couches,Desks and Tables,New York City,LL_154711,10009,East,26/11/2021,New York,Low,1,800,0,50,41,19
1289,Stationary,Folders,New York City,LL_154711,10009,East,26/11/2021,New York,Low,1,5,0,52,28,5
1290,Stationary,Paper,New York City,LL_154711,10009,East,26/11/2021,New York,Low,1,5,0,53,0,10
1291,Stationary,Folders,San Francisco,LL_163384,94122,West,12/11/2021,California,Low,1,692,0,56,21,6
1292,Stationary,Paper,San Francisco,LL_163384,94122,West,12/11/2021,California,Moderate,1,719,1,60,31,41
1293,Stationary,Additional Supplies,San Diego,LL_101707,92105,West,1/09/2020,California,Low,1,5,0,60,20,4
1294,Stationary,Paper,San Diego,LL_101707,92105,West,1/09/2020,California,Low,1,5,0,61,12,5
1295,Stationary,Barcode Labels,San Diego,LL_101707,92105,West,1/09/2020,California,Friendly,1,5,0,63,17,11
1296,Stationary,Pens,Pueblo,LL_138898,81001,West,29/05/2020,Colorado,Moderate,1,5,0,45,18,6
1297,Stationary,Folders,Fairfield,LL_115427,94533,West,3/01/2023,California,Low,1,5,0,56,19,11
1298,Stationary,Folders,Fairfield,LL_115427,94533,West,3/01/2023,California,Low,1,653,0,59,37,10
1299,Computers and Scanners,Telephones and Intercomms,Saint Paul,LL_134425,55106,Central,12/12/2021,Minnesota,Low,1,745,0,62,2,6
1300,Stationary,Containers,San Francisco,LL_121391,94109,West,7/10/2020,California,Low,1,5,0,54,22,2
1301,Shelves and Couches,Desks and Tables,Springfield,LL_137043,22153,South,25/12/2021,Virginia,Low,1,944,0,54,21,21
1302,Shelves and Couches,Desks and Tables,Springfield,LL_137043,22153,South,25/12/2021,Virginia,Low,1,511,0,58,45,4
1303,Shelves and Couches,Book Shelf,Arlington,LL_115847,22204,South,24/09/2020,Virginia,Low,1,426,1,63,32,13
1304,Shelves and Couches,Desks and Tables,Columbus,LL_126179,31907,South,7/07/2022,Georgia,Moderate,1,875,0,49,15,24
1305,Computers and Scanners,Telephones and Intercomms,Columbus,LL_126179,31907,South,7/07/2022,Georgia,Low,1,5,0,54,11,15
1306,Computers and Scanners,Telephones and Intercomms,Houston,LL_101966,77036,Central,16/07/2021,Texas,Moderate,1,43,0,59,24,45
1307,Stationary,Paper,Pasadena,LL_141397,91104,West,21/06/2021,California,Moderate,8,138,1,52,28,160
1308,Stationary,Folders,Pasadena,LL_141397,91104,West,21/06/2021,California,Friendly,1,54,0,55,21,13
1309,Stationary,Pens,Pasadena,LL_141397,91104,West,21/06/2021,California,Low,1,5,0,55,19,16
1310,Stationary,Containers,Pasadena,LL_141397,91104,West,21/06/2021,California,Low,1,5,0,58,44,2
1311,Shelves and Couches,Desk Chairs,Pasadena,LL_141397,91104,West,21/06/2021,California,Low,1,766,0,49,10,62
1312,Stationary,Barcode Labels,Lawrence,LL_141082,1841,East,13/12/2021,Massachusetts,Low,1,5,0,53,9,9
1313,Stationary,Barcode Labels,Lawrence,LL_141082,1841,East,13/12/2021,Massachusetts,Terrible,1,5,0,54,4,10
1314,Shelves and Couches,Desk Chairs,Columbus,LL_134488,43229,East,1/10/2021,Ohio,Moderate,1,5,1,57,19,34
1315,Stationary,Paper,Los Angeles,LL_145919,90032,West,23/12/2021,California,Low,3,378,0,51,24,20
1316,Shelves and Couches,Desks and Tables,Los Angeles,LL_145919,90032,West,23/12/2021,California,Low,1,5,0,50,13,12
1317,Stationary,Additional Supplies,Los Angeles,LL_145919,90032,West,23/12/2021,California,Low,1,5,0,54,27,14
1318,Computers and Scanners,Scanners,Philadelphia,LL_157651,19120,East,14/12/2022,Pennsylvania,Low,1,5,0,57,12,16
1319,Computers and Scanners,Telephones and Intercomms,Deltona,LL_160773,32725,South,5/07/2019,Florida,Very Friendly,1,5,2,74,53,5
1320,Stationary,Folders,Deltona,LL_160773,32725,South,5/07/2019,Florida,Friendly,1,5,2,73,69,5
1321,Stationary,Folders,Cincinnati,LL_167703,45231,East,8/02/2022,Ohio,Very Friendly,1,504,2,75,57,11
1322,Stationary,Containers,Cincinnati,LL_167703,45231,East,8/02/2022,Ohio,Very Friendly,1,372,1,55,62,52
1323,Stationary,Pens,Murray,LL_121804,42071,South,8/03/2022,Kentucky,Friendly,1,283,2,71,57,32
1324,Stationary,Paper,Wilmington,LL_162635,28403,South,10/10/2022,North Carolina,Low,1,342,1,75,82,6
1325,Stationary,Containers,Lawrence,LL_107153,1841,East,3/10/2019,Massachusetts,Friendly,1,215,0,47,73,2
1326,Stationary,Folders,Chicago,LL_117058,60653,Central,30/05/2019,Illinois,Moderate,1,649,2,71,53,79
1327,Shelves and Couches,Desks and Tables,Philadelphia,LL_120439,19120,East,18/06/2020,Pennsylvania,Low,1,852,1,71,47,38
1328,Stationary,Paper,Norwich,LL_128258,6360,East,1/04/2021,Connecticut,Friendly,1,589,1,64,50,2
1329,Stationary,Paper,San Francisco,LL_106033,94110,West,18/10/2022,California,Moderate,1,5,0,48,31,2
1330,Shelves and Couches,Desks and Tables,San Francisco,LL_142762,94109,West,27/05/2021,California,Low,1,5,0,61,12,5
1331,Computers and Scanners,Telephones and Intercomms,Lorain,LL_127705,44052,East,6/06/2022,Ohio,Moderate,1,5,1,49,32,5
1332,Stationary,Containers,Lorain,LL_127705,44052,East,6/06/2022,Ohio,Low,1,312,1,56,35,13
1333,Stationary,Folders,Dallas,LL_122567,75220,Central,21/02/2019,Texas,Friendly,1,550,1,61,43,25
1334,Stationary,Pens,Dallas,LL_122567,75220,Central,21/02/2019,Texas,Low,1,997,0,63,75,2
1335,Stationary,Folders,Los Angeles,LL_121664,90049,West,10/05/2019,California,Moderate,1,622,1,62,35,36
1336,Stationary,Containers,Middletown,LL_122133,6457,East,23/05/2021,Connecticut,Moderate,1,64,0,63,8,89
1337,Shelves and Couches,Desks and Tables,Los Angeles,LL_123281,90008,West,7/04/2022,California,Low,1,5,0,49,11,4
1338,Shelves and Couches,Desks and Tables,New York City,LL_100524,10011,East,2/04/2022,New York,Low,1,5,0,62,45,4
1339,Computers and Scanners,Telephones and Intercomms,New York City,LL_100524,10011,East,2/04/2022,New York,Moderate,1,5,0,64,20,22
1340,Stationary,Paper,New York City,LL_100524,10011,East,2/04/2022,New York,Low,1,5,1,53,34,5
1341,Computers and Scanners,Fax Machines,Jacksonville,LL_113481,28540,South,4/01/2022,North Carolina,Low,1,5,0,61,16,5
1342,Stationary,Folders,Jacksonville,LL_113481,28540,South,4/01/2022,North Carolina,Moderate,1,179,1,61,34,42
1343,Stationary,Folders,Jacksonville,LL_113481,28540,South,4/01/2022,North Carolina,Friendly,1,5,0,63,20,11
1344,Stationary,Paper,Freeport,LL_131758,11520,East,1/06/2020,New York,Low,1,5,1,66,32,5
1345,Stationary,Barcode Labels,Freeport,LL_131758,11520,East,1/06/2020,New York,Low,1,233,0,50,45,19
1346,Stationary,Pens,Lakeville,LL_118339,55044,Central,24/03/2019,Minnesota,Low,1,5,0,54,9,10
1347,Stationary,Paper,Lakeville,LL_118339,55044,Central,24/03/2019,Minnesota,Low,1,764,0,56,21,7
1348,Stationary,Paper,Lakeville,LL_118339,55044,Central,24/03/2019,Minnesota,Low,1,761,0,59,40,10
1349,Stationary,Folders,Lakeville,LL_118339,55044,Central,24/03/2019,Minnesota,Low,1,5,0,60,25,4
1350,Stationary,Folders,Lakeville,LL_118339,55044,Central,24/03/2019,Minnesota,Moderate,1,5,0,45,18,6
1351,Shelves and Couches,Desk Chairs,Evanston,LL_153976,60201,Central,8/10/2019,Illinois,Low,1,5,0,54,23,2
1352,Stationary,Containers,Arlington,LL_162901,22204,South,31/03/2021,Virginia,Low,1,720,0,54,25,21
1353,Computers and Scanners,Telephones and Intercomms,San Francisco,LL_162978,94109,West,9/05/2022,California,Low,1,5,0,56,22,11
1354,Stationary,Paper,San Francisco,LL_162978,94109,West,9/05/2022,California,Low,1,659,0,58,46,4
1355,Shelves and Couches,Counters,San Francisco,LL_162978,94109,West,9/05/2022,California,Low,1,765,0,62,2,6
1356,Stationary,Containers,Houston,LL_160444,77036,Central,5/07/2019,Texas,Low,1,515,1,64,35,13
1357,Stationary,Containers,Houston,LL_160444,77036,Central,5/07/2019,Texas,Moderate,1,202,0,50,16,25
1358,Stationary,Paper,Louisville,LL_145247,40214,South,7/05/2021,Kentucky,Low,1,5,0,54,13,16
1359,Shelves and Couches,Desks and Tables,Fort Worth,LL_160045,76106,Central,27/04/2022,Texas,Moderate,1,747,0,60,28,46
1360,Shelves and Couches,Desk Chairs,Los Angeles,LL_151925,90049,West,1/10/2019,California,Moderate,1,325,1,52,29,164
1361,Stationary,Paper,Philadelphia,LL_125199,19120,East,25/10/2022,Pennsylvania,Low,1,5,0,56,24,16
1362,Stationary,Paper,Philadelphia,LL_125199,19120,East,25/10/2022,Pennsylvania,Friendly,1,462,1,56,30,14
1363,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_125199,19120,East,25/10/2022,Pennsylvania,Low,1,5,0,59,41,2
1364,Stationary,Folders,Tucson,LL_155425,85705,West,11/11/2022,Arizona,Low,1,497,0,50,13,64
1365,Computers and Scanners,Fax Machines,Tucson,LL_155425,85705,West,11/11/2022,Arizona,Moderate,1,5,1,58,24,35
1366,Computers and Scanners,Scanners,Tucson,LL_155425,85705,West,11/11/2022,Arizona,Low,1,5,0,53,10,10
1367,Computers and Scanners,Telephones and Intercomms,Tucson,LL_155425,85705,West,11/11/2022,Arizona,Terrible,1,5,0,55,9,10
1368,Shelves and Couches,Desk Chairs,Tucson,LL_155425,85705,West,11/11/2022,Arizona,Low,1,576,1,52,27,20
1369,Shelves and Couches,Desks and Tables,Pico Rivera,LL_133249,90660,West,11/07/2022,California,Low,1,5,0,50,15,12
1370,Shelves and Couches,Book Shelf,Colorado Springs,LL_103471,80906,West,28/12/2020,Colorado,Low,1,5,0,54,38,14
1371,Stationary,Paper,Colorado Springs,LL_103471,80906,West,28/12/2020,Colorado,Low,1,5,0,58,14,17
1372,Computers and Scanners,Scanners,Clinton,LL_136672,20735,East,12/03/2022,Maryland,Very Friendly,1,5,2,74,60,5
1373,Stationary,Barcode Labels,Vallejo,LL_157021,94591,West,6/04/2019,California,Friendly,1,5,2,73,74,5
1374,Stationary,Folders,Vallejo,LL_157021,94591,West,6/04/2019,California,Very Friendly,1,5,2,75,59,11
1375,Shelves and Couches,Counters,Provo,LL_120362,84604,West,19/09/2020,Utah,Very Friendly,1,5,2,56,66,52
1376,Stationary,Pens,Pleasant Grove,LL_126361,84062,West,9/08/2019,Utah,Low,1,5,0,75,78,6
1377,Stationary,Paper,Pleasant Grove,LL_126361,84062,West,9/08/2019,Utah,Friendly,1,5,2,71,60,33
1378,Stationary,Paper,Pleasant Grove,LL_126361,84062,West,9/08/2019,Utah,Friendly,1,5,1,47,77,2
1379,Computers and Scanners,Telephones and Intercomms,Pleasant Grove,LL_126361,84062,West,9/08/2019,Utah,Moderate,1,5,2,71,60,81
1380,Stationary,Containers,Pleasant Grove,LL_126361,84062,West,9/08/2019,Utah,Low,1,5,1,71,49,39
1381,Stationary,Folders,Pleasant Grove,LL_126361,84062,West,9/08/2019,Utah,Friendly,1,5,1,64,48,2
1382,Shelves and Couches,Desks and Tables,Aurora,LL_100566,60505,Central,9/09/2021,Illinois,Moderate,1,5,0,49,38,2
1383,Stationary,Containers,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Low,1,5,0,62,13,5
1384,Stationary,Paper,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Moderate,1,5,1,49,33,5
1385,Stationary,Staples,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Friendly,1,5,1,61,51,25
1386,Shelves and Couches,Desks and Tables,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Low,1,5,1,58,46,14
1387,Shelves and Couches,Book Shelf,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Low,1,5,0,63,90,2
1388,Stationary,Envelopes,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Low,1,5,0,50,13,5
1389,Computers and Scanners,Telephones and Intercomms,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Low,1,5,0,62,53,4
1390,Computers and Scanners,Telephones and Intercomms,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Moderate,1,5,1,62,37,37
1391,Stationary,Paper,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Moderate,1,5,0,63,11,92
1392,Stationary,Containers,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Moderate,1,5,0,65,20,22
1393,Stationary,Paper,Smyrna,LL_108504,30080,South,5/02/2021,Georgia,Low,1,5,1,66,33,5
1394,Stationary,Paper,Burlington,LL_124828,27217,South,4/07/2022,North Carolina,Low,1,5,1,53,34,5
1395,Shelves and Couches,Counters,Aurora,LL_117247,60505,Central,14/10/2022,Illinois,Low,1,5,0,60,28,4
1396,Shelves and Couches,Counters,Aurora,LL_117247,60505,Central,14/10/2022,Illinois,Low,1,5,0,61,20,5
1397,Stationary,Folders,New York City,LL_124485,10035,East,26/11/2021,New York,Moderate,1,5,1,61,36,43
1398,Stationary,Paper,New York City,LL_124485,10035,East,26/11/2021,New York,Friendly,1,5,0,64,25,12
1399,Computers and Scanners,Scanners,New York City,LL_124485,10035,East,26/11/2021,New York,Moderate,1,5,0,46,19,6
1400,Stationary,Paper,New York City,LL_124485,10035,East,26/11/2021,New York,Low,1,5,0,51,46,20
1401,Computers and Scanners,Telephones and Intercomms,Salem,LL_159212,24153,South,5/11/2021,Virginia,Low,1,5,0,55,11,11
1402,Stationary,Envelopes,Salem,LL_159212,24153,South,5/11/2021,Virginia,Low,1,5,0,56,25,12
1403,Shelves and Couches,Counters,Columbus,LL_161396,43229,East,25/04/2021,Ohio,Low,1,5,0,56,25,7
1404,Stationary,Paper,Columbus,LL_161396,43229,East,25/04/2021,Ohio,Low,1,5,0,60,42,10
1405,Stationary,Additional Supplies,Philadelphia,LL_118486,19143,East,8/04/2019,Pennsylvania,Low,1,5,0,63,3,6
1406,Shelves and Couches,Counters,Philadelphia,LL_118486,19143,East,8/04/2019,Pennsylvania,Low,1,5,0,55,32,2
1407,Computers and Scanners,Scanners,Philadelphia,LL_118486,19143,East,8/04/2019,Pennsylvania,Low,1,5,0,55,30,22
1408,Stationary,Paper,New York City,LL_130407,10024,East,6/09/2021,New York,Low,1,5,0,59,50,4
1409,Shelves and Couches,Desks and Tables,New York City,LL_130407,10024,East,6/09/2021,New York,Low,1,5,1,64,42,14
1410,Shelves and Couches,Counters,Phoenix,LL_122245,85023,West,30/09/2021,Arizona,Moderate,1,5,0,50,18,25
1411,Stationary,Barcode Labels,Grand Prairie,LL_105144,75051,Central,11/11/2022,Texas,Low,1,5,0,55,14,16
1412,Shelves and Couches,Desk Chairs,New York City,LL_136329,10035,East,13/07/2021,New York,Moderate,1,5,0,61,28,48
1413,Shelves and Couches,Desks and Tables,New York City,LL_136329,10035,East,13/07/2021,New York,Low,1,5,0,56,31,17
1414,Stationary,Folders,New York City,LL_146640,10024,East,5/07/2019,New York,Moderate,1,5,1,52,34,169
1415,Computers and Scanners,Scanners,Costa Mesa,LL_115994,92627,West,31/01/2022,California,Low,1,5,0,50,16,66
1416,Shelves and Couches,Desks and Tables,Costa Mesa,LL_115994,92627,West,31/01/2022,California,Friendly,1,5,1,57,38,14
1417,Computers and Scanners,Telephones and Intercomms,Houston,LL_126697,77041,Central,24/09/2020,Texas,Low,1,5,1,59,43,2
1418,Computers and Scanners,Scanners,Houston,LL_126697,77041,Central,24/09/2020,Texas,Terrible,1,5,0,55,12,10
1419,Shelves and Couches,Desks and Tables,Houston,LL_126697,77041,Central,24/09/2020,Texas,Moderate,1,5,1,59,23,36
1420,Stationary,Paper,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Low,1,5,1,52,31,21
1421,Stationary,Folders,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Low,1,5,0,54,12,10
1422,Stationary,Pens,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Low,1,5,0,51,18,12
1423,Stationary,Folders,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Low,1,5,0,55,49,15
1424,Stationary,Containers,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Low,1,5,0,58,16,17
1425,Computers and Scanners,Telephones and Intercomms,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Terrible,1,5,2,79,57,5
1426,Stationary,Containers,Mesa,LL_124800,85204,West,30/09/2020,Arizona,Very Friendly,4,664,2,82,62,7
1427,Stationary,Folders,Salinas,LL_164448,93905,West,4/11/2020,California,Very Friendly,124,541,3,82,38,128
1428,Stationary,Envelopes,Salinas,LL_164448,93905,West,4/11/2020,California,Very Friendly,46,176,3,79,41,48
1429,Stationary,Folders,Salinas,LL_164448,93905,West,4/11/2020,California,Very Friendly,3,947,3,81,49,4
1430,Stationary,Barcode Labels,Salinas,LL_164448,93905,West,4/11/2020,California,Friendly,579,677,0,74,15,1304
1431,Computers and Scanners,Telephones and Intercomms,Columbus,LL_122700,43229,East,30/11/2022,Ohio,Very Friendly,26,166,1,73,24,66
1432,Stationary,Folders,Florence,LL_120768,35630,South,21/12/2019,Alabama,Very Friendly,1,841,0,73,13,4
1433,Stationary,Additional Supplies,Florence,LL_120768,35630,South,21/12/2019,Alabama,Very Friendly,1,512,0,74,6,3
1434,Shelves and Couches,Desk Chairs,Florence,LL_120768,35630,South,21/12/2019,Alabama,Terrible,8,331,0,69,0,24
1435,Stationary,Paper,Seattle,LL_153129,98105,West,30/12/2021,Washington,Friendly,3,427,0,69,13,8
1436,Stationary,Paper,Parma,LL_106852,44134,East,27/06/2022,Ohio,Friendly,10,455,1,75,6,82
1437,Stationary,Paper,Parma,LL_106852,44134,East,27/06/2022,Ohio,Friendly,18,805,0,66,18,15
1438,Computers and Scanners,Scanners,Amarillo,LL_139731,79109,Central,15/10/2020,Texas,Low,1,817,0,64,0,50
1439,Shelves and Couches,Desk Chairs,Amarillo,LL_139731,79109,Central,15/10/2020,Texas,Friendly,1,1,0,74,9,20
